timestamp,equity,position,price,sentiment
2026-01-05 03:00:00,100000.0,0.0,2.1429,0.5
2026-01-05 04:00:00,100000.0,0.0,2.1271,0.5
2026-01-05 05:00:00,100000.0,0.0,2.1234,0.5
2026-01-05 06:00:00,100000.0,0.0,2.1236,0.5
2026-01-05 07:00:00,100000.0,0.0,2.134,0.5
2026-01-05 08:00:00,100000.0,0.0,2.1397,0.5
2026-01-05 09:00:00,100000.0,0.0,2.1377,0.5
2026-01-05 10:00:00,100000.0,0.0,2.138,0.5
2026-01-05 11:00:00,100000.0,0.0,2.1336,0.5
2026-01-05 12:00:00,100000.0,0.0,2.1273,0.46475800154489
2026-01-05 13:00:00,100000.0,0.0,2.117,0.4264014327112208
2026-01-05 14:00:00,100000.0,0.0,2.1498,0.39641248358604586
2026-01-05 15:00:00,100000.0,0.0,2.1652,0.37210420376762526
2026-01-05 16:00:00,100000.0,0.0,2.1943,0.15954415162459362
2026-01-05 17:00:00,100000.0,0.0,2.2072,0.1539440093777247
2026-01-05 18:00:00,100000.0,0.0,2.2674,0.14889652029878397
2026-01-05 19:00:00,100000.0,0.0,2.2782,0.14431616936394898
2026-01-05 20:00:00,100000.0,0.0,2.3163,0.14013492911957956
2026-01-05 21:00:00,100000.0,0.0,2.3359,0.13629790604306335
2026-01-05 22:00:00,100000.0,0.0,2.3352,0.13276024468326128
2026-01-05 23:00:00,100000.0,0.0,2.3478,0.20094457203156518
2026-01-06 00:00:00,100000.0,0.0,2.3717,0.26309750171715957
2026-01-06 01:00:00,100000.0,0.0,2.3742,0.0
2026-01-06 02:00:00,100000.0,0.0,2.393,0.003930355038718332
2026-01-06 03:00:00,100000.0,0.0,2.3861,0.03198365511650657
2026-01-06 04:00:00,100000.0,0.0,2.388,0.06575643466068659
2026-01-06 05:00:00,100000.0,0.0,2.39,0.09285515593583817
2026-01-06 06:00:00,100000.0,0.0,2.3764,0.11522515473900792
2026-01-06 07:00:00,100000.0,0.0,2.3303,0.13410056863794675
2026-01-06 08:00:00,100000.0,0.0,2.3324,0.15030707685889635
2026-01-06 09:00:00,100000.0,0.0,2.352,0.16113553916465534
2026-01-06 10:00:00,100000.0,0.0,2.3611,0.17135613585728238
2026-01-06 11:00:00,100000.0,0.0,2.3776,0.18103137836970667
2026-01-06 12:00:00,100000.0,0.0,2.3741,0.19021517932388682
2026-01-06 13:00:00,100000.0,0.0,2.3716,0.1989543242357183
2026-01-06 14:00:00,100000.0,0.0,2.3794,0.2172099755221511
2026-01-06 15:00:00,100000.0,0.0,2.3491,0.23413844327180247
2026-01-06 16:00:00,100000.0,0.0,2.2819,0.5096672492155115
2026-01-06 17:00:00,100000.0,0.0,2.2092,0.5204567167467661
2026-01-06 18:00:00,100000.0,0.0,2.2458,0.5320199468908999
2026-01-06 19:00:00,100000.0,0.0,2.2278,0.5445455416354309
2026-01-06 20:00:00,100000.0,0.0,2.2574,0.558286693312636
2026-01-06 21:00:00,100000.0,0.0,2.2833,0.5735941390020869
2026-01-06 22:00:00,100000.0,0.0,2.2918,0.5844464218087925
2026-01-06 23:00:00,100000.0,0.0,2.3042,0.596174167858232
2026-01-07 00:00:00,100000.0,0.0,2.283,0.6089640085216703
2026-01-07 01:00:00,100000.0,0.0,2.2658,1.0
2026-01-07 02:00:00,100000.0,0.0,2.2756,0.9654377602692091
2026-01-07 03:00:00,100000.0,0.0,2.2665,0.9357283665453137
2026-01-07 04:00:00,100000.0,0.0,2.259,0.909790595271
2026-01-07 05:00:00,100000.0,0.0,2.2518,0.8868537764355854
2026-01-07 06:00:00,100000.0,0.0,2.2643,0.8663516302973682
2026-01-07 07:00:00,100000.0,0.0,2.2803,0.8325575114686576
2026-01-07 08:00:00,100000.0,0.0,2.2838,0.8036956475430908
2026-01-07 09:00:00,100000.0,0.0,2.2402,0.22656830601425437
2026-01-07 10:00:00,100000.0,0.0,2.2493,0.22656830601425437
2026-01-07 11:00:00,100000.0,0.0,2.2503,0.22656830601425437
2026-01-07 12:00:00,100000.0,0.0,2.2479,0.22656830601425437
2026-01-07 13:00:00,100000.0,0.0,2.2444,0.22656830601425437
2026-01-07 14:00:00,100000.0,0.0,2.2292,0.22656830601425437
2026-01-07 15:00:00,100000.0,0.0,2.1955,0.22656830601425437
2026-01-07 16:00:00,100000.0,0.0,2.2019,0.22656830601425437
2026-01-07 17:00:00,100000.0,0.0,2.1937,0.23267236518688303
2026-01-07 18:00:00,100000.0,0.0,2.1879,0.2322599667449935
2026-01-07 19:00:00,100000.0,0.0,2.1938,0.23184647485196438
2026-01-07 20:00:00,100000.0,0.0,2.1743,0.23143188358566855
2026-01-07 21:00:00,100000.0,0.0,2.1791,0.23101618697949453
2026-01-07 22:00:00,100000.0,0.0,2.1694,0.2418947738717825
2026-01-07 23:00:00,100000.0,0.0,2.1657,0.25222059028971644
