start_date,end_date,days,initial_capital,final_equity,total_return,total_return_pct,cagr,buy_hold_return,num_trades,winning_trades,losing_trades,win_rate,profit_factor,avg_r,sharpe_ratio,max_drawdown
2026-01-05 03:00:00,2026-02-15 18:00:00,41,100000,93980.67949987852,-6019.320500121481,-6.019320500121482,-42.45897299504586,-26.054579857365912,6,1,5,16.666666666666664,0.11993846344999219,-0.5552329850219989,-3.206419427626508,-7.5907735376028755
