timestamp,Open,High,Low,Close,Volume,funding_rate,long_short_ratio,long_account_pct,short_account_pct,open_interest
2026-01-05 03:00:00,2.1441,2.1538,2.1371,2.1429,4248378.0,7.724e-05,1.0,0.5,0.5,500000000.0
2026-01-05 04:00:00,2.1429,2.1463,2.1182,2.1271,4693930.9,7.724e-05,1.0,0.5,0.5,500000000.0
2026-01-05 05:00:00,2.127,2.1382,2.1218,2.1234,2522422.8,7.724e-05,1.0,0.5,0.5,500000000.0
2026-01-05 06:00:00,2.1234,2.1286,2.11,2.1236,2806443.0,7.724e-05,1.0,0.5,0.5,500000000.0
2026-01-05 07:00:00,2.1237,2.1355,2.1235,2.134,2411660.3,7.724e-05,1.0,0.5,0.5,500000000.0
2026-01-05 08:00:00,2.134,2.153,2.1314,2.1397,4332384.1,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 09:00:00,2.1396,2.1476,2.1285,2.1377,5005311.1,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 10:00:00,2.1376,2.1495,2.1319,2.138,4216312.7,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 11:00:00,2.1379,2.138,2.1254,2.1336,2685736.8,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 12:00:00,2.1337,2.1382,2.1232,2.1273,3075012.0,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 13:00:00,2.1274,2.1319,2.1122,2.117,4192592.6,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 14:00:00,2.1171,2.154,2.1121,2.1498,8006100.9,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 15:00:00,2.1499,2.1695,2.1381,2.1652,9767009.9,3.19e-06,1.0,0.5,0.5,500000000.0
2026-01-05 16:00:00,2.1653,2.1966,2.1645,2.1943,11461185.7,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 17:00:00,2.1942,2.2078,2.1681,2.2072,9311778.2,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 18:00:00,2.2071,2.2694,2.1999,2.2674,21067948.9,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 19:00:00,2.2674,2.282,2.2581,2.2782,17205336.2,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 20:00:00,2.2782,2.3497,2.2761,2.3163,34413059.4,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 21:00:00,2.3163,2.3437,2.3127,2.3359,10145380.3,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 22:00:00,2.3358,2.3456,2.322,2.3352,9241648.5,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-05 23:00:00,2.3352,2.3695,2.3341,2.3478,13303391.0,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-06 00:00:00,2.3479,2.374,2.3164,2.3717,17924959.2,1.898e-05,1.0,0.5,0.5,500000000.0
2026-01-06 01:00:00,2.3718,2.405,2.3618,2.3742,18492355.3,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 02:00:00,2.3743,2.4172,2.3718,2.393,11582194.0,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 03:00:00,2.393,2.4016,2.3794,2.3861,6310164.1,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 04:00:00,2.386,2.394,2.3657,2.388,6961365.2,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 05:00:00,2.388,2.4084,2.3826,2.39,8439909.6,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 06:00:00,2.3901,2.4005,2.3746,2.3764,7283123.1,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 07:00:00,2.3764,2.3773,2.3215,2.3303,13872145.0,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 08:00:00,2.3304,2.3466,2.3254,2.3324,8142513.4,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 09:00:00,2.3323,2.36,2.3304,2.352,5346261.2,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 10:00:00,2.3521,2.3646,2.3463,2.3611,3852424.4,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 11:00:00,2.3612,2.3777,2.3566,2.3776,5806145.2,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 12:00:00,2.3776,2.3954,2.3684,2.3741,7518999.2,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 13:00:00,2.374,2.3799,2.3666,2.3716,4525982.7,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 14:00:00,2.3715,2.3996,2.3676,2.3794,14667626.1,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 15:00:00,2.3794,2.3925,2.3349,2.3491,11870743.4,0.0001,1.0,0.5,0.5,500000000.0
2026-01-06 16:00:00,2.349,2.3551,2.2671,2.2819,38411798.8,5.321e-05,1.0,0.5,0.5,500000000.0
2026-01-06 17:00:00,2.2818,2.2889,2.2079,2.2092,30983959.9,5.321e-05,1.0,0.5,0.5,500000000.0
